title,year,number_ratings,average_rating,length,genres
To All the Boys I’ve Loved Before,2018,569322,3.0,100,"Comedy, Romance, Relationship Comedy"
Mission: Impossible – Fallout,2018,495609,4.0,147,"Action, Adventure, High Speed And Special Ops"
Climax,2018,335327,3.8,97,"Horror, Drama, Intense Violence And Sexual Transgression"
Mamma Mia! Here We Go Again,2018,438511,3.4,114,"Comedy, Romance, Song And Dance"
Game Night,2018,402781,3.5,100,"Crime, Mystery, Comedy"
"Love, Simon",2018,425887,3.3,110,"Romance, Comedy, Drama"
The House That Jack Built,2018,261863,3.6,151,"Drama, Crime, Thriller"
Burning,2018,249297,4.1,148,"Thriller, Drama, Mystery"
Jurassic World: Fallen Kingdom,2018,470827,2.6,129,"Action, Adventure, Science Fiction"
Ralph Breaks the Internet,2018,446764,2.9,112,"Animation, Family, Adventure"
Shoplifters,2018,224434,4.3,120,"Drama, Thriller, Crime"
Fantastic Beasts: The Crimes of Grindelwald,2018,440755,2.6,134,"Fantasy, Adventure, Epic Heroes"
Halloween,2018,380637,3.2,106,"Thriller, Horror, The Undead And Monster Classics"
Mandy,2018,240080,3.6,122,"Horror, Fantasy, Action"
Under the Silver Lake,2018,205806,3.5,139,"Drama, Mystery, Crime"
First Man,2018,257673,3.7,141,"History, Drama, Politics And Human Rights"
The Ballad of Buster Scruggs,2018,308626,3.7,132,"Comedy, Western, Drama"
A Simple Favor,2018,292249,3.2,117,"Thriller, Comedy, Crime"
The Nun,2018,355752,2.2,96,"Horror, The Undead And Monster Classics, Terrifying"
Set It Up,2018,264883,3.3,105,"Comedy, Romance, Relationship Comedy"
The Haunting of Hill House,2018,290480,4.3,575,"Drama, Horror, Mystery"
The Meg,2018,320984,2.4,113,"Action, Science Fiction, Horror"
Maze Runner: The Death Cure,2018,296399,3.1,143,"Science Fiction, Adventure, Thriller"
Vice,2018,237964,3.4,132,"Drama, Comedy, Politics And Human Rights"
Black Mirror: Bandersnatch,2018,310792,3.2,90,"Science Fiction, Thriller, Drama"
Creed II,2018,277872,3.5,130,"Drama, Action, Moving Relationship Stories"
Searching,2018,243357,3.7,102,"Thriller, Mystery, Drama"
Bad Times at the El Royale,2018,221258,3.5,141,"Crime, Thriller, Mystery"
The Kissing Booth,2018,313388,1.6,105,"Romance, Comedy, Underdogs And Coming Of Age"
Upgrade,2018,220633,3.7,100,"Science Fiction, Action, Thriller"
Bumblebee,2018,250611,3.2,113,"Action, Science Fiction, Adventure"
At Eternity’s Gate,2018,122794,3.7,111,"Drama, Humanity And The World Around Us, Moving Relationship Stories"
High Life,2018,134683,3.2,113,"Science Fiction, Drama, Mystery"
Cold War,2018,142747,4.0,88,"Romance, Music, Drama"
If Beale Street Could Talk,2018,130682,3.9,120,"Romance, Drama, Moving Relationship Stories"
Tag,2018,207618,3.0,100,"Comedy, Action, Crude Humor And Satire"
Sharp Objects,2018,123166,4.3,422,"Drama, Crime, Mystery"
Free Solo,2018,163399,4.0,100,"Adventure, Documentary, Moving Relationship Stories"
Christopher Robin,2018,163227,3.5,104,"Family, Adventure, Comedy"
The Grinch,2018,186096,2.9,85,"Animation, Fantasy, Comedy"
Widows,2018,130581,3.6,129,"Crime, Thriller, Drugs And Gangsters"
Mary Poppins Returns,2018,160688,3.0,131,"Fantasy, Family, Comedy"
Instant Family,2018,162856,3.4,118,"Drama, Comedy, Crude Humor And Satire"
Tomb Raider,2018,169215,2.7,118,"Action, Fantasy, Adventure"
The Miseducation of Cameron Post,2018,98285,3.5,92,"Drama, Faith And Religion, Moving Relationship Stories"
Red Sparrow,2018,134864,2.9,140,"Mystery, Thriller, Intense Violence And Sexual Transgression"
Capernaum,2018,85138,4.2,126,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Cam,2018,124176,2.9,95,"Horror, Mystery, The Undead And Monster Classics"
Blockers,2018,125792,3.0,102,"Comedy, Crude Humor And Satire, Underdogs And Coming Of Age"
Wildlife,2018,66517,3.6,105,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
The Predator,2018,132262,2.1,107,"Adventure, Science Fiction, Action"
Overlord,2018,119522,3.2,110,"Horror, War, Science Fiction"
The Equalizer 2,2018,139161,3.0,121,"Action, Crime, Thriller"
The Hate U Give,2018,102028,3.7,133,"Drama, Crime, Underdogs And Coming Of Age"
Truth or Dare,2018,143054,1.9,101,"Horror, Thriller, The Undead And Monster Classics"
The Mule,2018,121675,3.3,116,"Drama, Crime, Moving Relationship Stories"
Hotel Transylvania 3: Summer Vacation,2018,144914,2.6,97,"Comedy, Animation, Fantasy"
The Cloverfield Paradox,2018,129347,2.3,102,"Horror, Thriller, Science Fiction"
The Perfection,2018,112518,2.9,90,"Horror, Drama, Thriller"
Rampage,2018,144833,2.4,107,"Action, Adventure, Science Fiction"
The Wolf House,2018,42941,4.1,75,"Animation, Drama, Horror"
Happy as Lazzaro,2018,62158,4.0,128,"Drama, Fantasy, Faith And Religion"
An Elephant Sitting Still,2018,29100,4.3,234,"Drama, Humanity And The World Around Us, Tragic Sadness And Captivating Beauty"
American Animals,2018,81453,3.7,117,"Drama, Documentary, Crime"
Blindspotting,2018,71309,4.1,95,"Drama, Comedy, Crime"
The First Purge,2018,121146,2.4,97,"Action, Thriller, Horror"
Leave No Trace,2018,77352,3.7,109,"Drama, Moving Relationship Stories, Heartbreaking And Moving Family Drama"
Sicario: Day of the Soldado,2018,114751,3.2,122,"Thriller, Crime, Action"
Boy Erased,2018,86766,3.3,115,"Drama, Moving Relationship Stories, Faith And Religion"
Tully,2018,82734,3.6,96,"Comedy, Drama, Moving Relationship Stories"
Can You Ever Forgive Me?,2018,79217,3.6,106,"Drama, Crime, Comedy"
Assassination Nation,2018,77795,3.0,108,"Thriller, Comedy, Horror"
Three Identical Strangers,2018,92124,3.7,97,"Documentary, Intense Violence And Sexual Transgression, Fascinating"
I Want to Eat Your Pancreas,2018,93916,3.9,108,"Drama, Romance, Animation"
Pacific Rim: Uprising,2018,123110,2.2,111,"Action, Science Fiction, Adventure"
The Nightingale,2018,63293,3.7,136,"Western, Thriller, Drama"
Apostle,2018,94410,3.1,130,"Drama, Horror, Mystery"
Gonjiam: Haunted Asylum,2018,79484,3.3,95,"Horror, Mystery, The Undead And Monster Classics"
Won’t You Be My Neighbor?,2018,78018,4.2,95,"Documentary, Humanity And The World Around Us, Faith And Religion"
Mary Queen of Scots,2018,78275,3.1,124,"History, Drama, Epic History And Literature"
Sierra Burgess Is a Loser,2018,134242,1.5,105,"Drama, Romance, Comedy"
The Sisters Brothers,2018,76322,3.6,121,"Comedy, Western, Drama"
Maniac,2018,81931,3.9,383,"Drama, Comedy, Humanity And The World Around Us"
Taylor Swift: Reputation Stadium Tour,2018,95601,4.5,125,Music
Ghostland,2018,86113,3.1,91,"Horror, Mystery, Thriller"
Unsane,2018,74458,3.3,98,"Horror, Thriller, Intense Violence And Sexual Transgression"
Possum,2018,53075,3.2,85,"Horror, Thriller, Drama"
Insidious: The Last Key,2018,106385,2.5,103,"Thriller, Horror, The Undead And Monster Classics"
The Strangers: Prey at Night,2018,89350,2.7,86,"Horror, Thriller, The Undead And Monster Classics"
Vox Lux,2018,50728,3.2,114,"Music, Drama, Song And Dance"
Border,2018,56148,3.6,110,"Drama, Crime, Fantasy"
Skyscraper,2018,111852,2.3,102,"Action, Thriller, Adventure"
Summer of 84,2018,68627,3.2,105,"Mystery, Horror, Drama"
Fifty Shades Freed,2018,97190,1.9,105,"Romance, Drama, Moving Relationship Stories"
Minding the Gap,2018,42590,4.3,93,"Documentary, Moving Relationship Stories, Teen Friendship And Coming-Of-Age"
Dumplin’,2018,83623,3.1,110,"Drama, Comedy, Moving Relationship Stories"
The Guilty,2018,64968,3.9,86,"Drama, Thriller, Crime"
Slender Man,2018,89416,1.2,93,"Horror, Thriller, Mystery"
Greta,2018,69356,2.8,98,"Thriller, Horror, Mystery"
Mortal Engines,2018,85305,2.5,128,"Adventure, Science Fiction, Epic Heroes"
Unfriended: Dark Web,2018,79543,2.7,92,"Horror, Mystery, Thriller"
Long Day’s Journey into Night,2018,32225,3.9,138,"Drama, Mystery, Humanity And The World Around Us"
Dragged Across Concrete,2018,54223,3.7,158,"Action, Thriller, Crime"
The Christmas Chronicles,2018,84007,2.9,104,"Adventure, Comedy, Family"
Lords of Chaos,2018,58665,3.0,118,"Drama, Music, Horror"
Skate Kitchen,2018,38502,3.7,106,"Drama, Comedy, Underdogs And Coming Of Age"
The Spy Who Dumped Me,2018,76776,2.8,116,"Comedy, Adventure, Action"
Thunder Road,2018,45820,3.9,90,"Drama, Comedy, Moving Relationship Stories"
The Commuter,2018,77602,2.8,104,"Mystery, Action, Thriller"
House of Hummingbird,2018,24313,4.1,135,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
In Fabric,2018,40356,3.2,118,"Comedy, Horror, Fantasy"
Us and Them,2018,32315,4.1,120,"Drama, Romance, Moving Relationship Stories"
They Shall Not Grow Old,2018,50782,4.1,99,"Documentary, History, War"
The Old Man & the Gun,2018,48295,3.5,94,"Crime, Drama, Comedy"
Shirkers,2018,37031,4.0,96,"Documentary, Underdogs And Coming Of Age, Fascinating"
Peter Rabbit,2018,81043,2.7,93,"Animation, Family, Adventure"
Devilman Crybaby,2018,66340,4.1,250,"Animation, Intense Violence And Sexual Transgression, Horror"
A Wrinkle in Time,2018,67281,2.1,109,"Family, Fantasy, Adventure"
Mirai,2018,45076,3.6,98,"Fantasy, Drama, Animation"
The Clovehitch Killer,2018,60372,3.2,109,"Drama, Crime, Mystery"
Teen Titans Go! To the Movies,2018,65768,3.2,84,"Action, Animation, Science Fiction"
The Guernsey Literary & Potato Peel Pie Society,2018,58777,3.4,124,"History, Drama, Romance"
Her Smell,2018,27940,3.5,136,"Music, Drama, Intense Violence And Sexual Transgression"
Den of Thieves,2018,62485,3.2,140,"Action, Crime, Thriller"
Colette,2018,41616,3.4,112,"History, Drama, Moving Relationship Stories"
Outlaw King,2018,59554,3.3,122,"War, History, Action"
The Tale,2018,33079,3.9,115,"Drama, Mystery, Moving Relationship Stories"
The Princess Switch,2018,68308,2.4,101,"Comedy, Romance, Holiday Joy And Heartwarming Christmas"
"Don’t Worry, He Won’t Get Far on Foot",2018,44186,3.5,115,"Comedy, Drama, Moving Relationship Stories"
The VelociPastor,2018,40864,3.1,75,"Action, Comedy, Horror"
John Mulaney: Kid Gorgeous at Radio City,2018,57276,4.2,65,"Comedy, TV Movie, Documentary"
Asako I & II,2018,27563,3.8,119,"Romance, Drama, Moving Relationship Stories"
Dragon Ball Super: Broly,2018,68077,3.8,99,"Science Fiction, Animation, Action"
Private Life,2018,37692,3.8,123,"Comedy, Drama, Moving Relationship Stories"
Hotel Mumbai,2018,54065,3.7,123,"Thriller, History, Action"
The Night Comes for Us,2018,44833,3.6,121,"Action, Thriller, Crime"
Knife+Heart,2018,27874,3.5,102,"Horror, Mystery, Romance"
On the Basis of Sex,2018,46729,3.4,120,"Drama, History, Politics And Human Rights"
Prospect,2018,38958,3.3,98,"Science Fiction, Monsters, Aliens"
I Feel Pretty,2018,61671,2.4,110,"Romance, Comedy, Crude Humor And Satire"
Johnny English Strikes Again,2018,69417,2.8,89,"Comedy, Adventure, Action"
When We First Met,2018,60927,2.6,97,"Fantasy, Romance, Comedy"
Midnight Sun,2018,58673,2.5,91,"Romance, Drama, Moving Relationship Stories"
The House with a Clock in Its Walls,2018,50329,2.7,105,"Fantasy, Comedy, Family"
Banana Fish,2018,42811,4.3,536,"Crime, Drama, Mystery"
The Darkest Minds,2018,49941,2.6,105,"Drama, Adventure, Action"
The Kindergarten Teacher,2018,36703,3.5,96,"Drama, Moving Relationship Stories, Student Coming-Of-Age Challenges"
The Nutcracker and the Four Realms,2018,47984,2.4,99,"Adventure, Fantasy, Family"
Transit,2018,30289,3.9,102,"Drama, Moving Relationship Stories, Nazis And World War II"
Adrift,2018,49288,3.1,96,"Thriller, Adventure, Romance"
White Boy Rick,2018,45297,3.1,111,"Crime, Drama, Drugs And Gangsters"
Alex Strangelove,2018,54917,2.5,99,"Drama, Comedy, Relationship Comedy"
Little Forest,2018,22356,4.0,103,Drama
Support the Girls,2018,31013,3.6,91,"Drama, Comedy, Relationship Comedy"
El Angel,2018,35423,3.6,115,"Crime, Drama, Intense Violence And Sexual Transgression"
Hotel Artemis,2018,45370,2.8,94,"Science Fiction, Thriller, Action"
The Wild Pear Tree,2018,31449,4.0,188,"Drama, Faith And Religion, Emotional And Touching Family Dramas"
The Man Who Killed Don Quixote,2018,31963,3.2,133,"Adventure, Comedy, Humanity And The World Around Us"
Mowgli: Legend of the Jungle,2018,54256,2.7,105,"Adventure, Drama, Intense Violence And Sexual Transgression"
Little Italy,2018,38641,2.3,102,"Comedy, Romance, Relationship Comedy"
Arctic,2018,37146,3.5,98,"Drama, Adventure, Humanity And The World Around Us"
Ash Is Purest White,2018,24621,3.8,136,"Drama, Romance, Crime"
Hearts Beat Loud,2018,27714,3.5,97,"Family, Drama, Comedy"
Hold the Dark,2018,38399,2.9,125,"Thriller, Crime, Mystery"
Never Goin’ Back,2018,22862,3.2,87,"Comedy, Crude Humor And Satire, Relationship Comedy"
Hell Fest,2018,40525,2.5,89,"Horror, Thriller, The Undead And Monster Classics"
Never Look Away,2018,26190,3.9,189,"Drama, History, Romance"
Rafiki,2018,20219,3.6,82,"Drama, Romance, Moving Relationship Stories"
Batman Ninja,2018,44874,2.8,85,"Animation, Action, Science Fiction"
The Other Side of the Wind,2018,19985,3.7,122,"Drama, Humanity And The World Around Us, Surreal And Thought-Provoking Visions Of Life And Death"
The Witch: Part 1. The Subversion,2018,37402,3.6,125,"Action, Mystery, Science Fiction"
Dogman,2018,36402,3.7,103,"Drama, Crime, Thriller"
The Death & Life of John F. Donovan,2018,19309,3.1,123,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Ophelia,2018,30737,3.2,114,"Drama, Romance, History"
Shadow,2018,26633,3.6,116,"Action, War, Epic Heroes"
Madeline’s Madeline,2018,18005,3.5,94,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Robin Hood,2018,44166,2.2,116,"Action, Adventure, Fantasy"
Mirage,2018,42081,3.4,129,"Drama, Mystery, Thriller"
Every Day,2018,38503,2.8,97,"Fantasy, Romance, Underdogs And Coming Of Age"
Aniara,2018,20550,3.6,106,"Science Fiction, Drama, Monsters"
Dear Ex,2018,25914,3.8,99,"Comedy, Drama, Moving Relationship Stories"
Z-O-M-B-I-E-S,2018,39989,2.4,94,"Romance, Comedy, Fantasy"
Welcome to Marwen,2018,30586,2.8,116,"Comedy, Drama, Humanity And The World Around Us"
Girl,2018,30709,3.3,105,"Drama, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories"
The Package,2018,44494,2.2,94,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
Tumbbad,2018,26714,3.7,113,"Fantasy, Horror, The Undead And Monster Classics"
Everybody Knows,2018,31426,3.4,132,"Crime, Mystery, Thriller"
Freaks,2018,31613,3.1,105,"Science Fiction, High Speed And Special Ops, Twisted Dark Psychological Thriller"
Destroyer,2018,28917,3.1,121,"Crime, Thriller, Drama"
Violet Evergarden,2018,38524,4.2,325,"Drama, Animation, Moving Relationship Stories"
Level 16,2018,34393,2.9,102,"Thriller, Science Fiction, Horror"
12 Strong,2018,42487,2.9,130,"History, Drama, War"
The Open House,2018,46873,1.4,94,"Thriller, Horror, The Undead And Monster Classics"
Mute,2018,34273,2.3,126,"Mystery, Thriller, Science Fiction"
Malevolent,2018,36191,2.2,89,"Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression"
Destination Wedding,2018,31415,2.6,90,"Drama, Romance, Comedy"
Hannah Gadsby: Nanette,2018,34873,4.2,69,Comedy
Birds of Passage,2018,19624,3.9,125,"Drama, Crime, Drugs And Gangsters"
Holmes & Watson,2018,39879,1.6,90,"Crime, Mystery, Comedy"
Life Itself,2018,26212,2.9,118,"Romance, Drama, Moving Relationship Stories"
Smallfoot,2018,39815,2.8,96,"Adventure, Animation, Family"
The Night Eats the World,2018,28352,3.2,94,"Drama, Horror, Thriller"
Believe Me: The Abduction of Lisa McVey,2018,34396,3.4,98,"TV Movie, Drama, Crime"
Andhadhun,2018,32767,3.9,139,"Crime, Comedy, Mystery"
Liz and the Blue Bird,2018,15075,4.0,91,"Animation, Drama, Music"
Operation Finale,2018,33290,3.2,124,"History, Drama, Thriller"
Vita & Virginia,2018,18528,3.2,110,"Drama, Romance, Moving Relationship Stories"
Winchester,2018,36169,2.2,100,"Thriller, Horror, The Undead And Monster Classics"
The Lie,2018,33442,2.3,95,"Thriller, Horror, Mystery"
Night School,2018,41160,2.3,111,"Comedy, Crude Humor And Satire, Gags"
"Juliet, Naked",2018,28319,3.3,97,"Drama, Comedy, Romance"
22 July,2018,35179,3.2,143,"Crime, History, Drama"
Book Club,2018,29106,2.8,104,"Comedy, Romance, Drama"
Flavors of Youth,2018,29844,3.3,74,"Romance, Drama, Animation"
Death Wish,2018,35178,2.6,107,"Thriller, Crime, Action"
The Possession of Hannah Grace,2018,35576,2.1,86,"Drama, Horror, The Undead And Monster Classics"
A Futile and Stupid Gesture,2018,30387,3.2,101,"Comedy, Crude Humor And Satire, Gags"
My Hero Academia: Two Heroes,2018,38274,3.3,96,"Adventure, Action, Fantasy"
The Girl in the Spider’s Web,2018,29612,2.6,115,"Thriller, Crime, Action"
Life of the Party,2018,33697,2.6,105,"Comedy, Crude Humor And Satire, Relationship Comedy"
Wild Rose,2018,23440,3.6,101,"Comedy, Drama, Music"
Calibre,2018,30713,3.3,101,"Drama, Thriller, Intense Violence And Sexual Transgression"
Tell It to the Bees,2018,19345,3.1,106,"Romance, Drama, Moving Relationship Stories"
Goosebumps 2: Haunted Halloween,2018,36590,2.3,90,"Horror, Comedy, Fantasy"
Ben Is Back,2018,25730,3.3,103,"Drama, Intense Violence And Sexual Transgression, Emotional And Touching Family Dramas"
The Little Drummer Girl,2018,10652,3.9,342,"Drama, High Speed And Special Ops, Exciting Spy Thrillers With Tense Intrigue"
RBG,2018,25595,3.8,98,"Documentary, Politics And Human Rights, Politics"
"Game Over, Man!",2018,36698,2.4,100,"Comedy, Action, Crude Humor And Satire"
Early Man,2018,30680,2.9,89,"Comedy, Family, Animation"
Stan & Ollie,2018,29016,3.5,98,"Comedy, Drama, Crude Humor And Satire"
The Happytime Murders,2018,32537,2.2,91,"Comedy, Action, Crime"
Gloria Bell,2018,20216,3.3,102,"Romance, Drama, Moving Relationship Stories"
Mile 22,2018,34569,2.4,94,"Action, Thriller, High Speed And Special Ops"
The Death of Superman,2018,30145,3.5,81,"Drama, Animation, Science Fiction"
Teen Spirit,2018,18376,3.0,92,"Drama, Music, Song And Dance"
Fahrenheit 451,2018,26836,2.3,100,"Drama, Thriller, Science Fiction"
We Have Always Lived in the Castle,2018,22795,2.8,96,"Horror, Thriller, Mystery"
Wild Wild Country,2018,23647,4.0,400,"Documentary, Crime, Faith And Religion"
One Crazy Summer: A Look Back at Gravity Falls,2018,33673,4.5,105,Documentary
Duck Butter,2018,20542,2.6,94,"Drama, Comedy, Romance"
Peppermint,2018,29135,2.6,102,"Thriller, Action, Crime"
Batman: Gotham by Gaslight,2018,25901,3.2,78,"Science Fiction, Action, Thriller"
Maquia: When the Promised Flower Blooms,2018,20025,3.8,115,"Fantasy, Drama, Adventure"
Hell House LLC II: The Abaddon Hotel,2018,25378,2.4,89,"Horror, Mystery, The Undead And Monster Classics"
Lizzie,2018,15742,2.8,106,"Drama, Crime, Thriller"
Piercing,2018,16803,3.1,82,"Horror, Thriller, Intense Violence And Sexual Transgression"
The 15:17 to Paris,2018,25014,2.2,94,"Drama, Thriller, War And Historical Adventure"
A Faithful Man,2018,17145,3.0,75,"Drama, Comedy, Romance"
Look Away,2018,22878,2.4,103,"Fantasy, Horror, Thriller"
Alpha,2018,26518,3.0,97,"Adventure, Drama, Moving Relationship Stories"
The Wind,2018,16104,3.0,86,"Western, Horror, Mystery"
How It Ends,2018,29126,2.0,113,"Adventure, Science Fiction, Thriller"
Fahrenheit 11/9,2018,22364,3.6,128,"Documentary, Politics And Human Rights, Politics"
Terminal,2018,20187,2.4,95,"Thriller, Drama, Crime"
Sherlock Gnomes,2018,28043,2.2,86,"Comedy, Mystery, Adventure"
The Professor,2018,22789,3.2,90,"Drama, Comedy, Moving Relationship Stories"
Tau,2018,25546,2.6,97,"Science Fiction, Thriller, Horror"
Luz,2018,11273,3.2,70,"Horror, Mystery, The Undead And Monster Classics"
My Mister,2018,11524,4.4,1264,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Nothing to Hide,2018,26991,3.1,93,"Comedy, Drama"
Once Upon a Deadpool,2018,19735,3.1,118,"Adventure, Comedy, Action"
Extinction,2018,26508,2.5,96,"Science Fiction, Action, Drama"
What Keeps You Alive,2018,16507,2.9,99,"Thriller, Horror, The Undead And Monster Classics"
Museo,2018,14296,3.7,127,"Drama, Crime"
Patrick Melrose,2018,14704,4.1,300,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
The Week Of,2018,26264,2.4,116,"Comedy, Crude Humor And Satire, Relationship Comedy"
Antrum,2018,15335,2.6,95,"Horror, The Undead And Monster Classics, Terrifying"
Swing Kids,2018,11493,4.0,133,"Drama, War"
We the Animals,2018,11374,3.8,94,"Drama, Moving Relationship Stories, Emotional Teen Coming-Of-Age Stories"
Replicas,2018,22543,2.0,107,"Drama, Science Fiction, Thriller"
Liverleaf,2018,11400,3.2,114,"Drama, Thriller, Horror"
La Flor,2018,3773,4.0,803,"Fantasy, Thriller, Drama"
I Am Not an Easy Man,2018,23315,3.1,98,"Fantasy, Comedy, Crude Humor And Satire"
Suicide Squad: Hell to Pay,2018,21930,3.2,86,"Animation, Action, Science Fiction"
Skin,2018,15417,3.2,110,"History, Crime, Drama"
Second Act,2018,22957,2.5,103,"Comedy, Romance, Relationship Comedy"
303,2018,12641,3.9,145,"Comedy, Romance, Drama"
The Man Who Killed Hitler and Then the Bigfoot,2018,16407,2.8,96,"Adventure, Drama, Fantasy"
Dirty Computer,2018,9301,4.0,49,"Drama, Music, Romance"
Mortal World,2018,27584,3.7,102,"Comedy, Action, Crime"
Hunter Killer,2018,22356,2.8,121,"Action, Thriller, Adventure"
The Image Book,2018,9732,3.4,88,"Drama, Documentary"
Leto,2018,14157,3.8,126,"Music, Drama"
Keep an Eye Out,2018,18453,3.6,73,Comedy
Butterfly Kisses,2018,13245,3.2,91,"Horror, Drama, Mystery"
Little Woods,2018,8644,3.4,103,"Thriller, Drama"
An Evening with Beverly Luff Linn,2018,13355,3.1,108,"Crime, Comedy, Crude Humor And Satire"
Woman at War,2018,13695,3.8,101,"Thriller, Comedy, Drama"
Ibiza,2018,21923,2.3,94,"Romance, Comedy, Relationship Comedy"
Gotti,2018,16777,1.8,110,"Drama, History, Crime"
Anon,2018,20474,2.6,100,"Science Fiction, Thrillers And Murder Mysteries, Suspenseful Crime Thrillers"
By the Grace of God,2018,13661,3.6,137,"Drama, Faith And Religion, Religious Faith"
Forever My Girl,2018,17682,2.7,104,"Music, Drama, Romance"
Utøya: July 22,2018,14476,3.6,92,"History, Drama, Intense Violence And Sexual Transgression"
Slaughterhouse Rulez,2018,16899,2.6,104,"Action, Fantasy, Comedy"
Fast Color,2018,10408,3.3,102,"Thriller, Science Fiction, Monsters"
The Farm,2018,17402,1.7,80,"Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression"
Overboard,2018,21504,2.5,112,"Comedy, Romance, Relationship Comedy"
Slice,2018,11649,2.2,82,"Horror, Comedy, Crude Humor And Satire"
Robin Williams: Come Inside My Mind,2018,12827,3.9,116,"Documentary, Crude Humor And Satire, Emotional Life Of Renowned Artists"
McQueen,2018,13554,3.8,111,Documentary
Sink or Swim,2018,20253,3.6,122,"Drama, Comedy"
A Private War,2018,12814,3.5,106,"War, Drama, Politics And Human Rights"
Giant Little Ones,2018,13642,3.2,93,"Drama, Underdogs And Coming Of Age, Moving Relationship Stories"
Diamantino,2018,9840,3.4,96,"Comedy, Science Fiction, Fantasy"
Profile,2018,13080,3.1,106,"Mystery, Thriller, Drama"
Ricky Gervais: Humanity,2018,21654,3.7,79,Comedy
Swiped,2018,21351,1.1,93,"Romance, Comedy, Drama"
I Think We’re Alone Now,2018,13079,2.9,100,"Science Fiction, Drama, Mystery"
Evil Genius,2018,18566,3.6,192,"Documentary, Crime, Thrillers And Murder Mysteries"
Braid,2018,9939,3.0,85,"Mystery, Horror, Thriller"
Billionaire Boys Club,2018,13416,2.4,108,"Drama, Underdogs And Coming Of Age, Gripping"
Amazing Grace,2018,10136,3.9,87,"Documentary, Music, Faith And Religion"
Ode to Nothing,2018,5882,3.8,92,Drama
Dead Pigs,2018,8583,3.6,122,"Drama, Comedy"
A Christmas Prince: The Royal Wedding,2018,18601,2.2,92,"Comedy, Romance, TV Movie"
They’ll Love Me When I’m Dead,2018,12820,3.7,98,Documentary
Behind the Curve,2018,17619,3.3,96,"Documentary, Faith And Religion, Humanity'S Odyssey: Earth And Beyond"
Bad Samaritan,2018,15269,2.9,111,"Crime, Horror, Thriller"
Twisted Pair,2018,10171,2.7,88,"Science Fiction, Drama, Thriller"
Benjamin,2018,8631,3.5,86,"Comedy, Drama, Romance"
Uncle Drew,2018,19176,2.7,103,"Comedy, Crude Humor And Satire, Inspiring Sports Underdog Stories"
Minha Vida em Marte,2018,18628,3.4,95,"Romance, Comedy"
