title,year,number_ratings,average_rating,length,genres
Twin Peaks: The Return,2017,124137,4.6,1014,"Crime, Drama, Thriller"
Gifted,2017,191990,3.7,101,"Comedy, Drama, Moving Relationship Stories"
The Fate of the Furious,2017,229455,2.7,136,"Crime, Action, Thriller"
Darkest Hour,2017,190965,3.5,125,"Drama, History, War And Historical Adventure"
Ingrid Goes West,2017,142194,3.3,97,"Comedy, Drama, Crude Humor And Satire"
The Boss Baby,2017,228287,2.5,97,"Animation, Comedy, Family"
Annabelle: Creation,2017,205549,3.0,110,"Horror, The Undead And Monster Classics, Terrifying"
The Meyerowitz Stories (New and Selected),2017,133175,3.7,112,"Drama, Comedy, Moving Relationship Stories"
One Cut of the Dead,2017,109498,4.1,96,"Comedy, Horror, Crude Humor And Satire"
Baywatch,2017,219970,2.2,116,"Action, Crime, Comedy"
T2 Trainspotting,2017,143420,3.6,117,"Comedy, Drama, Crime"
Revenge,2017,106769,3.5,109,"Action, Horror, Thriller"
Pitch Perfect 3,2017,184196,2.5,93,"Music, Comedy, Relationship Comedy"
Jigsaw,2017,162733,2.4,91,"Mystery, Thriller, Horror"
The Square,2017,113370,3.6,151,"Drama, Crude Humor And Satire, Funny Jokes And Crude Humor"
God’s Own Country,2017,97186,4.0,105,"Romance, Drama, Moving Relationship Stories"
Creep 2,2017,141549,3.3,80,"Horror, The Undead And Monster Classics, Intense Violence And Sexual Transgression"
Valerian and the City of a Thousand Planets,2017,167527,2.6,137,"Action, Adventure, Science Fiction"
Big Little Lies,2017,136086,4.3,702,"Drama, Moving Relationship Stories, Gripping"
Marrowbone,2017,95487,3.5,111,"Mystery, Thriller, Horror"
The Emoji Movie,2017,190131,1.3,86,"Animation, Family, Comedy"
Ghost in the Shell,2017,162183,2.6,107,"Drama, Action, Science Fiction"
What Happened to Monday,2017,149675,3.1,123,"Drama, Science Fiction, Thriller"
Disobedience,2017,97111,3.5,114,"Drama, Romance, Moving Relationship Stories"
Downsizing,2017,148681,2.4,135,"Drama, Science Fiction, Crude Humor And Satire"
The Hitman’s Bodyguard,2017,157293,3.0,118,"Thriller, Comedy, Action"
To the Bone,2017,142776,3.0,107,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Forgotten,2017,109972,3.7,108,"Thriller, Crime, Mystery"
Transformers: The Last Knight,2017,154826,1.9,154,"Science Fiction, Action, Adventure"
Thelma,2017,73636,3.7,116,"Drama, Thriller, Mystery"
Death Note,2017,169054,1.5,101,"Crime, Horror, Fantasy"
American Made,2017,138075,3.4,115,"Comedy, Crime, Drama"
Hot Summer Nights,2017,95067,2.9,107,"Comedy, Drama, Crime"
The Mummy,2017,148354,1.9,111,"Action, Horror, Thriller"
King Arthur: Legend of the Sword,2017,128495,2.8,126,"Drama, Action, Fantasy"
A Taxi Driver,2017,67433,4.2,138,"Drama, History, Action"
Battle of the Sexes,2017,86446,3.3,121,"History, Comedy, Drama"
"Night Is Short, Walk On Girl",2017,50656,4.2,93,"Romance, Fantasy, Comedy"
Bright,2017,140224,2.3,117,"Fantasy, Thriller, Action"
Fifty Shades Darker,2017,117677,1.9,118,"Drama, Romance, Moving Relationship Stories"
On the Beach at Night Alone,2017,36387,3.8,101,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Black Mirror: Hang the DJ,2017,113511,4.0,51,"Science Fiction, TV Movie, Romance"
Super Dark Times,2017,71677,3.5,103,"Thriller, Drama, Underdogs And Coming Of Age"
I Don’t Feel at Home in This World Anymore,2017,87993,3.4,96,"Thriller, Comedy, Crime"
1922,2017,109191,2.8,102,"Horror, Crime, Drama"
Power Rangers,2017,113870,2.5,124,"Adventure, Action, Science Fiction"
Black Mirror: USS Callister,2017,109789,3.8,76,"TV Movie, Mystery, Science Fiction"
Veronica,2017,102410,2.9,105,"Horror, The Undead And Monster Classics, Terrifying"
The Endless,2017,66834,3.3,112,"Science Fiction, Horror, Thriller"
The Breadwinner,2017,60698,4.1,94,"Family, Drama, Animation"
Hostiles,2017,68157,3.5,134,"Western, History, Drama"
Song to Song,2017,45516,3.0,129,"Drama, Romance, Moving Relationship Stories"
Brawl in Cell Block 99,2017,72925,3.7,132,"Crime, Thriller, Action"
Black Mirror: Black Museum,2017,100686,3.9,69,"Science Fiction, TV Movie, Drama"
Descendants 2,2017,91862,2.9,111,"Fantasy, Adventure, Family"
The Circle,2017,88121,2.0,110,"Science Fiction, Thriller, Drama"
Before I Fall,2017,72290,3.0,98,"Drama, Fantasy, Underdogs And Coming Of Age"
Brigsby Bear,2017,43190,3.8,97,"Drama, Comedy, Crude Humor And Satire"
A Dog’s Purpose,2017,83630,3.4,100,"Drama, Comedy, Adventure"
Terrified,2017,55328,3.2,88,"Horror, The Undead And Monster Classics, Terrifying"
Daddy’s Home 2,2017,93866,2.6,100,"Comedy, Crude Humor And Satire, Relationship Comedy"
Nathan for You: Finding Frances,2017,49078,4.5,85,"Romance, Drama, Mystery"
Beach Rats,2017,46619,3.2,99,"Drama, Romance, Moving Relationship Stories"
Faces Places,2017,40406,4.1,94,"Documentary, Humanity And The World Around Us, Captivating Relationships And Charming Romance"
The Dark Tower,2017,80628,2.1,95,"Fantasy, Science Fiction, Action"
My Friend Dahmer,2017,67363,2.9,107,"Crime, Drama, History"
Black Mirror: Arkangel,2017,88815,3.2,52,"Science Fiction, Thriller, TV Movie"
Stronger,2017,55039,3.4,119,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Cult of Chucky,2017,70669,2.6,91,"Thriller, Horror, The Undead And Monster Classics"
Geostorm,2017,80718,2.0,109,"Science Fiction, Thriller, Action"
BPM (Beats per Minute),2017,43922,4.0,143,"Drama, Moving Relationship Stories, Emotional LGBTQ Relationships"
The Little Hours,2017,55033,3.1,90,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
American Assassin,2017,71790,2.7,112,"Action, Thriller, Adventure"
47 Meters Down,2017,75349,2.5,89,"Horror, The Undead And Monster Classics, Terrifying"
The Rider,2017,38860,4.0,103,"Western, Drama, Moving Relationship Stories"
Jim & Andy: The Great Beyond,2017,62598,3.8,93,"Documentary, Comedy, Drama"
A Fantastic Woman,2017,44345,3.7,104,"Drama, Moving Relationship Stories, Heartbreaking And Moving Family Drama"
Detroit,2017,50963,3.7,143,"Crime, Drama, History"
Mayhem,2017,48387,3.1,87,"Action, Comedy, Horror"
Mudbound,2017,49352,3.7,135,"Drama, Moving Relationship Stories, War And Historical Adventure"
Girls Trip,2017,60637,3.1,122,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
Rough Night,2017,63800,2.6,101,"Comedy, Drama, Crude Humor And Satire"
Icarus,2017,58441,3.9,121,"Documentary, Politics And Human Rights, Politics"
All the Money in the World,2017,55015,3.2,132,"Crime, Drama, History"
A Bad Moms Christmas,2017,64168,2.6,104,"Comedy, Crude Humor And Satire, Relationship Comedy"
Unicorn Store,2017,55256,2.8,92,"Drama, Fantasy, Comedy"
Loveless,2017,36668,3.9,122,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Black Mirror: Crocodile,2017,73868,3.2,59,"Science Fiction, Thriller, Drama"
Captain Underpants: The First Epic Movie,2017,65737,3.0,89,"Family, Animation, Comedy"
"Everything, Everything",2017,64593,2.6,96,"Romance, Drama, Moving Relationship Stories"
Bingo: The King of the Mornings,2017,47070,3.9,113,"Comedy, Drama"
Mom and Dad,2017,49783,2.8,86,"Horror, Comedy, Intense Violence And Sexual Transgression"
Mary and The Witch’s Flower,2017,46951,3.4,103,"Adventure, Animation, Family"
Only the Brave,2017,46707,3.8,133,"Drama, Action, Moving Relationship Stories"
Lucky,2017,35552,3.8,88,"Drama, Humanity And The World Around Us, Surreal And Thought-Provoking Visions Of Life And Death"
The Foreigner,2017,59377,3.2,113,"Action, Thriller, High Speed And Special Ops"
The Snowman,2017,54432,1.8,119,"Crime, Thriller, Thrillers And Murder Mysteries"
Tigers Are Not Afraid,2017,25716,3.6,83,"Thriller, Horror, Fantasy"
Black Mirror: Metalhead,2017,67689,2.8,41,"Science Fiction, TV Movie, Thriller"
Shot Caller,2017,52711,3.5,121,"Crime, Thriller, Drama"
The Lego Ninjago Movie,2017,58604,3.0,101,"Adventure, Action, Comedy"
How to Talk to Girls at Parties,2017,31195,2.9,103,"Science Fiction, Romance, Music"
Ferdinand,2017,60028,3.0,108,"Family, Adventure, Comedy"
Microhabitat,2017,21052,4.0,106,"Romance, Drama, Moving Relationship Stories"
The Upside,2017,54946,3.2,126,"Comedy, Drama, Moving Relationship Stories"
November,2017,17310,3.8,115,"Romance, Fantasy, Horror"
The Party,2017,33595,3.4,71,"Comedy, Drama, Crude Humor And Satire"
Anna and the Apocalypse,2017,35084,3.1,98,"Comedy, Horror, Fantasy"
Cargo,2017,51063,3.1,105,"Horror, Thriller, Drama"
Bad Genius,2017,39935,3.9,130,"Crime, Drama, Thriller"
Mary Shelley,2017,34362,3.1,120,"Romance, Drama, Humanity And The World Around Us"
Ghost Stories,2017,43761,3.2,98,"Drama, Horror, The Undead And Monster Classics"
Professor Marston and the Wonder Women,2017,31407,3.6,108,"Drama, Romance, Humanity And The World Around Us"
On Body and Soul,2017,29574,3.7,116,"Fantasy, Romance, Drama"
Papillon,2017,46878,3.5,134,"Drama, Moving Relationship Stories, Brutal"
I Dream in Another Language,2017,23530,4.1,101,"Drama, Fantasy"
Flower,2017,31877,2.7,94,"Comedy, Drama, Intense Violence And Sexual Transgression"
Leatherface,2017,43439,2.1,88,"Horror, Thriller, The Undead And Monster Classics"
The Discovery,2017,37792,3.0,102,"Thriller, Romance, Drama"
Going in Style,2017,50611,3.0,96,"Crime, Comedy, Crude Humor And Satire"
The Bye Bye Man,2017,47600,1.5,96,"Thriller, Horror, The Undead And Monster Classics"
Lean on Pete,2017,20631,3.8,121,"Drama, Adventure, Moving Relationship Stories"
The Glass Castle,2017,34278,3.3,127,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
Sleep Has Her House,2017,5943,3.9,90,"Mystery, Humanity And The World Around Us, Terrifying"
Summer 1993,2017,20914,3.9,96,Drama
Abducted in Plain Sight,2017,40022,3.2,91,"Documentary, Crime, Intense Violence And Sexual Transgression"
Suburbicon,2017,38291,2.6,105,"Drama, Thriller, Crime"
The Wife,2017,39279,3.4,100,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Good Manners,2017,22764,3.5,136,"Fantasy, Drama, Horror"
Flatliners,2017,42815,2.1,111,"Thriller, Drama, Horror"
Zama,2017,20055,3.6,115,"Drama, History, Humanity And The World Around Us"
Tragedy Girls,2017,27077,3.0,98,"Comedy, Horror, Crude Humor And Satire"
Jungle,2017,38648,3.2,115,"Adventure, Drama, Thriller"
Skins,2017,32324,2.7,78,"Drama, Comedy"
xXx: Return of Xander Cage,2017,45973,2.2,107,"Action, Crime, Adventure"
The Villainess,2017,25909,3.4,129,"Action, Drama, Crime"
Novitiate,2017,15451,3.6,123,"Drama, Faith And Religion, Religious Faith"
Happy End,2017,24478,3.5,110,"Drama, Moving Relationship Stories, Enduring Stories Of Family And Marital Drama"
Spielberg,2017,22339,3.8,140,"Documentary, Humanity And The World Around Us, Fascinating"
Hagazussa,2017,19287,3.2,102,"Drama, Fantasy, Horror"
The Space Between Us,2017,38949,2.7,121,"Science Fiction, Romance, Adventure"
Princess Cyd,2017,18763,3.4,96,"Drama, Romance, Moving Relationship Stories"
"Roman J. Israel, Esq.",2017,29570,3.1,122,"Crime, Thriller, Drama"
The Only Living Boy in New York,2017,27998,2.7,89,"Drama, Moving Relationship Stories, Captivating Relationships And Charming Romance"
Justice League Dark,2017,37327,3.2,75,"Animation, Action, Fantasy"
Last Flag Flying,2017,24927,3.4,125,"Drama, Comedy, Moving Relationship Stories"
Home Again,2017,31921,2.7,97,"Comedy, Romance, Drama"
Sherlock: The Final Problem,2017,40540,3.8,90,"TV Movie, Thriller, Drama"
The Book of Henry,2017,30968,2.6,105,"Crime, Drama, Thriller"
A Prayer Before Dawn,2017,23331,3.6,116,"Drama, Action, Crime"
Diary of a Wimpy Kid: The Long Haul,2017,42249,1.4,91,"Comedy, Family, Crude Humor And Satire"
The House,2017,39096,2.5,88,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
Beast,2017,22081,3.5,107,"Crime, Drama, Mystery"
Fist Fight,2017,37948,2.4,91,"Comedy, Crude Humor And Satire, Underdogs And Coming Of Age"
The Zookeeper’s Wife,2017,28988,3.4,126,"War, Drama, History"
Toc Toc,2017,37790,3.3,92,Comedy
A Christmas Prince,2017,32699,2.3,92,"TV Movie, Romance, Relationship Comedy"
In the Fade,2017,26195,3.6,106,"Drama, Crime, Drugs And Gangsters"
Dave Made a Maze,2017,20963,3.3,81,"Adventure, Fantasy, Comedy"
Smurfs: The Lost Village,2017,37658,2.4,89,"Family, Animation, Adventure"
Rings,2017,32680,1.7,102,"Horror, The Undead And Monster Classics, Terrifying"
Blade of the Immortal,2017,20239,3.5,140,"Action, Fantasy, Adventure"
Let the Sunshine In,2017,17502,3.3,94,"Romance, Comedy, Drama"
The Mountain Between Us,2017,31761,2.8,109,"Drama, Adventure, Romance"
The Bar,2017,32961,3.0,102,"Comedy, Horror, Thriller"
Satan’s Slaves,2017,23782,3.3,107,"Horror, Drama, Mystery"
Table 19,2017,28553,2.7,87,"Drama, Comedy, Relationship Comedy"
Wish Upon,2017,28980,1.9,91,"Fantasy, Thriller, Horror"
Gaga: Five Foot Two,2017,29514,3.6,101,"Documentary, Music, Moving Relationship Stories"
Let the Corpses Tan,2017,12067,3.5,92,"Thriller, Western, Crime"
Hanagatami,2017,4423,4.0,169,"War, Romance, Drama"
The Current War,2017,22600,3.1,108,"Drama, History, Politics And Human Rights"
Memoir of a Murderer,2017,19698,3.7,118,"Thriller, Mystery, Crime"
I Am Not a Witch,2017,13568,3.8,93,Drama
Wonder Wheel,2017,25309,2.9,101,"Drama, Romance, Moving Relationship Stories"
Little Evil,2017,29772,2.5,94,"Horror, Comedy, Crude Humor And Satire"
War Machine,2017,29612,2.6,122,"Drama, War, Comedy"
Along with the Gods: The Two Worlds,2017,21416,3.5,139,"Drama, Adventure, Fantasy"
Goodbye Christopher Robin,2017,22012,3.4,107,"History, Drama, Family"
Berlin Syndrome,2017,21494,3.1,116,"Mystery, Horror, Drama"
Kodachrome,2017,21127,3.3,105,"Comedy, Drama, Moving Relationship Stories"
Teen Titans: The Judas Contract,2017,26716,3.2,84,"Science Fiction, Action, Animation"
Bāhubali 2: The Conclusion,2017,25064,3.8,166,"Action, Adventure, Fantasy"
The Other Side of Hope,2017,16642,3.8,101,"Comedy, Drama, Politics And Human Rights"
24 Frames,2017,7588,3.7,114,Drama
The Wild Boys,2017,10957,3.7,111,"Fantasy, Adventure, Drama"
Claire’s Camera,2017,12836,3.5,69,Drama
Wonderstruck,2017,13584,3.3,115,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
Breathe,2017,17296,3.4,118,"Romance, Drama, Moving Relationship Stories"
Time Trap,2017,25596,2.5,87,"Adventure, Science Fiction, Monsters"
Woodshock,2017,6773,2.6,100,"Drama, Thriller"
Borg vs McEnroe,2017,23516,3.4,108,"Drama, History, Epic History And Literature"
Ryuichi Sakamoto: Coda,2017,9829,4.1,100,"Documentary, Music"
LA 92,2017,14353,4.2,114,"History, Documentary, Politics And Human Rights"
Joan Didion: The Center Will Not Hold,2017,14687,3.8,92,Documentary
Mommy Dead and Dearest,2017,20695,3.5,82,"Documentary, Crime"
Batman and Harley Quinn,2017,22148,2.6,74,"Action, Adventure, Science Fiction"
XX,2017,19255,2.5,80,"Horror, The Undead And Monster Classics, Terrifying"
Alias Grace,2017,16346,3.9,316,"Drama, Crime, Thrillers And Murder Mysteries"
Godless,2017,18876,3.9,452,"Western, Drama, Westerns"
Marvel’s The Defenders,2017,27219,3.0,398,"Crime, Epic Heroes, Intense Combat And Martial Arts"
Jeepers Creepers 3,2017,24225,1.5,100,"Horror, Thriller, Mystery"
First They Killed My Father,2017,17134,3.6,136,"History, War, Drama"
The Shack,2017,23119,2.7,132,"Fantasy, Drama, Faith And Religion"
See You Up There,2017,20309,3.8,113,"War, Drama, Crime"
Casting JonBenet,2017,17710,3.3,81,"Drama, Documentary, Crime"
CHiPS,2017,25198,2.3,100,"Action, Comedy, Crime"
The Dawn Wall,2017,20555,4.0,101,"Adventure, Documentary"
Godard Mon Amour,2017,13498,3.2,108,"Comedy, Romance, Drama"
The Vietnam War,2017,12684,4.4,990,"Documentary, Politics And Human Rights, War And Historical Adventure"
Midnight Runners,2017,19322,3.8,108,"Comedy, Crime, Action"
Newsies,2017,17070,4.0,134,"Music, History, Comedy"
Victoria & Abdul,2017,20297,3.1,112,"Drama, History, Epic History And Literature"
C’est la vie!,2017,22882,3.6,115,Comedy
The Captain,2017,16166,3.8,118,"Drama, War, History"
Falsettos,2017,13751,4.4,143,"Comedy, Music, Romance"
I Kill Giants,2017,18470,3.0,106,"Fantasy, Drama, Moving Relationship Stories"
The Third Murder,2017,12699,3.5,125,"Mystery, Crime, Drama"
"Oh, Hello on Broadway",2017,16891,3.9,102,"Comedy, TV Movie"
Sherlock: The Six Thatchers,2017,22440,3.6,88,"Crime, TV Movie, Mystery"
Blue Planet II,2017,16810,4.5,364,"Family, Documentary"
Strong Woman Do Bong Soon,2017,20671,4.0,960,"Drama, Comedy, Relationship Comedy"
Lu Over the Wall,2017,11390,3.6,117,"Fantasy, Adventure, Music"
Pyewacket,2017,14977,2.9,88,"Drama, Horror, Thriller"
Ayla: The Daughter of War,2017,21314,3.7,124,"History, War, Drama"
Foxtrot,2017,9042,3.9,113,"Drama, Moving Relationship Stories, Heartbreaking And Moving Family Drama"
You Get Me,2017,22513,1.8,89,"Drama, Romance, Thriller"
Kizumonogatari Part 3: Reiketsu,2017,14878,4.2,83,"Animation, Mystery, Fantasy"
MFKZ,2017,14870,3.4,95,"Action, Comedy, Science Fiction"
Blue My Mind,2017,7427,3.3,97,"Drama, Fantasy"
My Cousin Rachel,2017,13567,3.0,106,"Romance, Drama, Thrillers And Murder Mysteries"
Marshall,2017,14487,3.4,118,"Drama, Politics And Human Rights, Racism And The Powerful Fight For Justice"
Custody,2017,13593,3.9,93,"Drama, Thriller"
The Wall,2017,16292,3.0,90,"Drama, Thriller, War"
Friendly Beast,2017,13949,3.2,98,"Crime, Thriller, Horror"
I Am Heath Ledger,2017,9343,3.9,90,Documentary
Sherlock: The Lying Detective,2017,19960,3.9,89,"Mystery, Thriller, Crime"
Gemini,2017,9962,2.9,93,"Thriller, Mystery, Crime"
Perfect Strangers,2017,21390,3.1,101,"Drama, Comedy"
Double Lover,2017,13737,3.1,108,"Romance, Thriller, Drama"
Sandy Wexler,2017,19748,2.4,130,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
The Children Act,2017,13254,3.2,105,"Drama, Moving Relationship Stories, Faith And Religion"
Holy Camp!,2017,16565,3.3,109,"Comedy, Romance"
On Chesil Beach,2017,13443,2.9,110,"Drama, Romance, Moving Relationship Stories"
The Incredible Jessica James,2017,14404,3.2,83,"Comedy, Romance, Relationship Comedy"
The Outlaws,2017,14860,3.5,121,"Crime, Action, Thriller"
The Day After,2017,8201,3.7,92,"Drama, Romance"
Resident Evil: Vendetta,2017,15717,3.0,97,"Animation, Action, Adventure"
The Young Karl Marx,2017,12649,3.3,118,"Drama, History, Epic History And Literature"
Errementari: The Blacksmith and the Devil,2017,14095,3.3,98,"Fantasy, Drama, Horror"
The Bookshop,2017,13788,3.0,110,"Drama, Humanity And The World Around Us, Passion And Romance"
Please Stand By,2017,11331,3.3,93,"Comedy, Drama, Moving Relationship Stories"
Crooked House,2017,15531,3.0,115,"Mystery, Thriller, Crime"
Naked,2017,22016,2.2,96,"Comedy, Crude Humor And Satire, Laugh-Out-Loud Relationship Entanglements"
Kidnap,2017,18994,2.6,95,"Drama, Thriller, High Speed And Special Ops"
My Little Pony: The Movie,2017,16049,3.1,99,"Fantasy, Family, Adventure"
Something Useful,2017,11386,3.9,107,Drama
Tulip Fever,2017,13077,2.7,107,"Drama, Romance, Humanity And The World Around Us"
M.F.A.,2017,7746,3.2,93,Thriller
68 Kill,2017,11358,2.8,92,"Crime, Comedy, Intense Violence And Sexual Transgression"
Newness,2017,15081,2.9,112,"Romance, Drama, Moving Relationship Stories"
Brad’s Status,2017,12946,3.2,101,"Drama, Comedy, Moving Relationship Stories"
Godzilla: Planet of the Monsters,2017,15505,2.6,89,"Animation, Action, Science Fiction"
The Vanishing of Sidney Hall,2017,7070,3.2,117,"Romance, Drama, Mystery"
The Keepers,2017,13910,3.9,436,"Crime, Documentary, Mystery"
Landline,2017,9635,3.4,93,"Comedy, Drama"
Marlina the Murderer in Four Acts,2017,9868,3.7,93,"Western, Thriller, Drama"
Lemon,2017,8605,2.7,83,"Comedy, Drama"
The Man Who Invented Christmas,2017,13242,3.2,105,"History, Family, Comedy"
Harry Styles: Behind the Album,2017,12609,4.3,50,"Music, Documentary"
Win It All,2017,13245,3.2,88,Comedy
The Insult,2017,11404,3.7,112,"Drama, Crime, Politics And Human Rights"
All Eyez on Me,2017,15797,2.7,139,"Drama, Music, History"
My Days of Mercy,2017,9578,3.1,108,"Drama, Romance"
Snatched,2017,16913,2.2,90,"Action, Comedy, Crude Humor And Satire"
The Polka King,2017,14988,2.9,95,"Comedy, Crude Humor And Satire, Catchy Songs And Hilarious Musical Comedy"
The Death and Life of Marsha P. Johnson,2017,9051,3.6,105,Documentary
Ravenous,2017,11042,3.1,104,"Drama, Horror, Science Fiction"
Amityville: The Awakening,2017,14897,2.0,87,"Horror, Thriller, The Undead And Monster Classics"
Junk Head,2017,5907,3.9,100,"Action, Animation, Adventure"
Little Women,2017,5287,3.6,180,"Drama, Moving Relationship Stories, Touching And Sentimental Family Stories"
Five Came Back,2017,7705,4.0,195,Documentary
Sand Castle,2017,14789,2.9,113,"Drama, Action, War"
1987: When the Day Comes,2017,8672,3.9,129,"Thriller, Drama, History"
Kuso,2017,5369,2.9,86,"Horror, Comedy, Animation"
Jane,2017,8575,3.9,90,"Documentary, Moving Relationship Stories, Humanity'S Odyssey: Earth And Beyond"
Pokémon the Movie: I Choose You!,2017,15600,3.1,98,"Animation, Fantasy, Adventure"
Before We Vanish,2017,6369,3.4,129,"Science Fiction, Drama, Thriller"
The Wizard of Lies,2017,11892,3.3,133,"History, TV Movie, Crime"
Made in Abyss,2017,12537,4.1,325,"Animation, Drama, Moving Relationship Stories"
Hasan Minhaj: Homecoming King,2017,12879,4.1,72,Comedy
Beatriz at Dinner,2017,10327,3.1,83,"Drama, Comedy, Moving Relationship Stories"
Chappaquiddick,2017,11870,3.1,107,"History, Drama, Thriller"
The Miniaturist,2017,3674,3.3,156,"Drama, Mystery, Intense Violence And Sexual Transgression"
Victor Crowley,2017,11504,2.7,83,"Horror, Comedy, The Undead And Monster Classics"
Dave Chappelle: The Age of Spin,2017,14804,3.8,67,"Comedy, TV Movie, Documentary"
Western,2017,6965,3.8,121,Drama
