title,year,number_ratings,average_rating,length,genres
Doctor Sleep,2019,365095,3.4,152,"Horror, Fantasy, Thriller"
The Farewell,2019,284639,4.1,100,"Comedy, Drama, Moving Relationship Stories"
Ad Astra,2019,352302,3.4,123,"Drama, Science Fiction, Monsters"
Glass,2019,399342,2.9,129,"Science Fiction, Drama, Thriller"
Pokémon Detective Pikachu,2019,428343,3.0,105,"Action, Fantasy, Adventure"
Klaus,2019,350326,4.1,96,"Comedy, Adventure, Animation"
Aladdin,2019,437804,3.0,127,"Fantasy, Family, Romance"
The Lion King,2019,431407,2.8,118,"Drama, Family, Adventure"
Yesterday,2019,366291,2.9,116,"Comedy, Fantasy, Romance"
The King,2019,311110,3.4,140,"War, History, Drama"
Zombieland: Double Tap,2019,356915,3.0,99,"Horror, Comedy, Crude Humor And Satire"
How to Train Your Dragon: The Hidden World,2019,335263,3.7,104,"Animation, Adventure, Family"
Jumanji: The Next Level,2019,367028,2.9,123,"Adventure, Fantasy, Comedy"
Godzilla: King of the Monsters,2019,318654,2.8,132,"Science Fiction, Action, Epic Heroes"
Dark Phoenix,2019,318270,2.1,114,"Action, Science Fiction, Adventure"
Alita: Battle Angel,2019,303951,3.2,122,"Adventure, Science Fiction, Action"
Vivarium,2019,247153,2.8,97,"Mystery, Thriller, Horror"
Hustlers,2019,258954,3.3,110,"Comedy, Crime, Drama"
Saint Maud,2019,185983,3.5,85,"Horror, Mystery, Drama"
The Peanut Butter Falcon,2019,222197,3.8,97,"Drama, Adventure, Comedy"
Murder Mystery,2019,313355,2.7,97,"Action, Comedy, Mystery"
Five Feet Apart,2019,236304,3.2,116,"Drama, Romance, Moving Relationship Stories"
Honey Boy,2019,153458,3.8,94,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
The Last Black Man in San Francisco,2019,111194,4.1,121,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
Weathering with You,2019,179777,3.7,112,"Fantasy, Animation, Romance"
Pain and Glory,2019,139559,4.1,114,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Ma,2019,196569,2.5,99,"Thriller, Horror, Intense Violence And Sexual Transgression"
Escape Room,2019,221479,2.8,100,"Mystery, Thriller, Horror"
Fast & Furious Presents: Hobbs & Shaw,2019,224910,2.7,137,"Adventure, Comedy, Action"
Scary Stories to Tell in the Dark,2019,197322,2.8,108,"Horror, Thriller, The Undead And Monster Classics"
The Lego Movie 2: The Second Part,2019,197670,3.1,107,"Adventure, Action, Family"
The Two Popes,2019,172956,3.6,125,"History, Drama, Faith And Religion"
Bombshell,2019,172623,3.1,109,"Drama, Politics And Human Rights, Riveting Political And Presidential Drama"
Bacurau,2019,132184,3.9,131,"Thriller, Mystery, Western"
The Dead Don’t Die,2019,156067,2.7,104,"Horror, Comedy, Crude Humor And Satire"
Good Boys,2019,180365,3.1,89,"Comedy, Crude Humor And Satire, Underdogs And Coming Of Age"
"Extremely Wicked, Shockingly Evil and Vile",2019,190020,3.1,111,"Crime, Drama, Intense Violence And Sexual Transgression"
Swallow,2019,115384,3.4,95,"Thriller, Drama, Horror"
Dark Waters,2019,132726,3.8,127,"Thriller, Drama, Politics And Human Rights"
Happy Death Day 2U,2019,177392,2.7,100,"Comedy, Horror, Science Fiction"
Color Out of Space,2019,123275,3.2,110,"Science Fiction, Horror, Mystery"
First Cow,2019,86710,3.9,122,"Western, Drama, Westerns"
Cats,2019,144580,1.3,110,"Comedy, Drama, Fantasy"
A Beautiful Day in the Neighborhood,2019,129284,3.6,109,"History, Drama, Moving Relationship Stories"
A Rainy Day in New York,2019,142357,2.6,92,"Comedy, Romance, Relationship Comedy"
The Lodge,2019,126262,3.1,108,"Horror, Thriller, Mystery"
Maleficent: Mistress of Evil,2019,177005,2.9,119,"Action, Adventure, Fantasy"
National Theatre Live: Fleabag,2019,117756,4.6,81,"Comedy, Drama"
Fractured,2019,157531,3.0,101,"Thriller, Intense Violence And Sexual Transgression, Twisted Dark Psychological Thriller"
Crawl,2019,153126,2.9,87,"Thriller, Horror, The Undead And Monster Classics"
After,2019,174314,1.6,106,"Drama, Romance, Moving Relationship Stories"
Pet Sematary,2019,165187,2.3,100,"Horror, Thriller, The Undead And Monster Classics"
Annabelle Comes Home,2019,168650,2.5,106,"Horror, The Undead And Monster Classics, Terrifying"
Velvet Buzzsaw,2019,146693,2.4,113,"Mystery, Horror, Thriller"
Long Shot,2019,144496,3.2,125,"Romance, Comedy, Crude Humor And Satire"
In the Tall Grass,2019,163033,2.4,102,"Drama, Thriller, Horror"
Men in Black: International,2019,164453,2.2,115,"Science Fiction, Comedy, Action"
I Lost My Body,2019,117208,3.8,81,"Animation, Drama, Fantasy"
Brightburn,2019,147250,2.6,91,"Thriller, Horror, Science Fiction"
Always Be My Maybe,2019,139626,3.1,102,"Comedy, Romance, Relationship Comedy"
6 Underground,2019,156284,2.5,128,"Action, Thriller, Comedy"
A Hidden Life,2019,57344,4.0,173,"War, Drama, History"
Terminator: Dark Fate,2019,139022,2.6,128,"Adventure, Science Fiction, Action"
Triple Frontier,2019,135667,3.0,125,"Action, Adventure, Thriller"
Last Christmas,2019,122054,2.8,102,"Comedy, Romance, Relationship Comedy"
Babyteeth,2019,74366,3.7,118,"Drama, Romance, Comedy"
Fighting with My Family,2019,113678,3.4,108,"Comedy, Crude Humor And Satire, Underdog Fighting And Boxing Stories"
Dolemite Is My Name,2019,108132,3.6,118,"Drama, History, Comedy"
Someone Great,2019,105661,3.1,92,"Comedy, Romance, Moving Relationship Stories"
"Yes, God, Yes",2019,99251,2.9,78,"Drama, Comedy, Faith And Religion"
Charlie’s Angels,2019,119898,2.5,118,"Adventure, Comedy, Action"
Guns Akimbo,2019,110692,2.8,98,"Comedy, Action, Crude Humor And Satire"
The Souvenir,2019,54816,3.5,120,"Drama, Romance, Moving Relationship Stories"
I See You,2019,102860,3.2,98,"Horror, Thriller, Thrillers And Murder Mysteries"
Dumbo,2019,120511,2.6,112,"Fantasy, Family, Adventure"
Tall Girl,2019,143177,1.3,101,"Drama, Romance, Comedy"
The Goldfinch,2019,79490,3.0,149,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
The Vast of Night,2019,86126,3.5,91,"Drama, Thriller, Science Fiction"
Richard Jewell,2019,99614,3.6,131,"Drama, Politics And Human Rights, Intense Political And Terrorist Thrillers"
The Assistant,2019,73678,3.5,88,"Drama, Intense Violence And Sexual Transgression, Intense Political And Terrorist Thrillers"
When They See Us,2019,93094,4.6,296,"Drama, Politics And Human Rights, Moving Relationship Stories"
Fyre,2019,115788,3.3,98,"Documentary, Intense Violence And Sexual Transgression, Fascinating"
Child’s Play,2019,109812,2.5,90,"Thriller, Horror, The Undead And Monster Classics"
Queen & Slim,2019,77094,3.7,131,"Drama, Romance, Crime"
Isn’t It Romantic,2019,125527,2.4,89,"Romance, Comedy, Fantasy"
Just Mercy,2019,90277,3.8,137,"Drama, History, Crime"
The Art of Self-Defense,2019,79381,3.6,104,"Thriller, Comedy, Crude Humor And Satire"
Haunt,2019,95349,2.9,93,"Horror, Thriller, The Undead And Monster Classics"
Plus One,2019,77251,3.4,98,"Romance, Comedy, Relationship Comedy"
Bad Education,2019,75222,3.7,108,"History, Crime, Drama"
The Beach Bum,2019,64335,3.3,95,"Comedy, Crude Humor And Satire, Humanity And The World Around Us"
Gemini Man,2019,105788,2.4,117,"Action, Science Fiction, Thriller"
Better Days,2019,59531,4.0,135,"Thriller, Romance, Drama"
The Dirt,2019,102131,3.2,108,"History, Music, Drama"
The Hustle,2019,104167,2.5,94,"Comedy, Crime, Crude Humor And Satire"
The Curse of La Llorona,2019,102603,1.9,93,"Horror, The Undead And Monster Classics, Terrifying"
Greener Grass,2019,45126,3.6,96,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
Watchmen,2019,85590,4.3,529,"Drama, Crime, Politics And Human Rights"
Hellboy,2019,94877,2.0,120,"Action, Fantasy, Adventure"
Big Time Adolescence,2019,67176,3.4,91,"Comedy, Relationship Comedy, Teen School Antics And Laughter"
The Report,2019,67120,3.5,119,"Drama, Politics And Human Rights, Politics"
Countdown,2019,91882,1.9,90,"Thriller, Horror, The Undead And Monster Classics"
Black Mirror: Striking Vipers,2019,96704,3.1,60,"Drama, TV Movie, Science Fiction"
The Addams Family,2019,86270,2.6,87,"Family, Fantasy, Comedy"
Anna,2019,75451,2.9,119,"Action, Adventure, Thriller"
Matthias & Maxime,2019,47781,3.7,119,"Romance, Drama, Moving Relationship Stories"
The Perfect Date,2019,100136,1.7,93,"Romance, Comedy, Relationship Comedy"
And Then We Danced,2019,42211,4.1,113,"Romance, Drama, Moving Relationship Stories"
"Black Mirror: Rachel, Jack and Ashley Too",2019,94381,2.6,60,"Drama, Thriller, TV Movie"
Les Misérables,2019,60375,3.8,104,"Thriller, Crime, Drama"
Between Two Ferns: The Movie,2019,80363,2.9,82,"Comedy, Crude Humor And Satire, Gags"
The Secret Life of Pets 2,2019,86760,2.6,86,"Adventure, Animation, Comedy"
I Am Mother,2019,78666,3.1,114,"Science Fiction, Thriller, Monsters"
Judy,2019,62665,3.2,118,"History, Drama, Music"
Monos,2019,40974,3.7,103,"Drama, Adventure, War And Historical Adventure"
Polar,2019,74547,2.5,118,"Drama, Action, Crime"
Spies in Disguise,2019,74553,3.0,102,"Adventure, Animation, Action"
Ema,2019,37482,3.6,107,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Lux Æterna,2019,41442,3.5,51,"Horror, Drama, Humanity And The World Around Us"
Good Omens,2019,64173,4.2,326,"Comedy, Drama, Crude Humor And Satire"
Homecoming: A Film by Beyoncé,2019,58468,4.3,137,"Music, Documentary, Song And Dance"
Guava Island,2019,49900,3.5,56,"Comedy, Music, Thriller"
Missing Link,2019,57709,3.2,95,"Animation, Comedy, Adventure"
Descendants 3,2019,70757,2.7,106,"Family, Adventure, TV Movie"
I’m No Longer Here,2019,50683,4.0,112,"Drama, Moving Relationship Stories, Humanity And The World Around Us"
Black Mirror: Smithereens,2019,75510,3.2,60,"Thriller, Drama, Science Fiction"
Atlantics,2019,37536,3.7,106,"Fantasy, Romance, Drama"
Don’t F**k with Cats: Hunting an Internet Killer,2019,67689,3.7,187,"Crime, Documentary, Thrillers And Murder Mysteries"
Rambo: Last Blood,2019,68100,2.5,89,"Action, Thriller, Drama"
Villains,2019,49717,3.2,89,"Thriller, Horror, Comedy"
The Personal History of David Copperfield,2019,43704,3.4,119,"Comedy, Crude Humor And Satire, Amusing Jokes And Witty Satire"
Demon Slayer: Kimetsu no Yaiba,2019,76116,4.0,598,"Animation, Epic Heroes, Fantasy Adventure"
Sorry We Missed You,2019,39375,3.9,101,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
21 Bridges,2019,62088,3.0,99,"Crime, Action, Drama"
Synchronic,2019,50144,3.0,101,"Thriller, Science Fiction, Drama"
Let It Snow,2019,61484,2.5,93,"Comedy, Romance, Relationship Comedy"
Miracle in Cell No. 7,2019,69629,3.7,132,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
Eli,2019,69653,2.3,98,"Horror, The Undead And Monster Classics, Terrifying"
Corpus Christi,2019,38718,4.0,116,"Drama, Faith And Religion, Religious Faith"
The Silence,2019,68970,2.1,90,"Horror, Thriller, Drama"
Blinded by the Light,2019,46528,3.3,118,"Comedy, Drama, Song And Dance"
Dora and the Lost City of Gold,2019,59049,2.6,102,"Comedy, Fantasy, Family"
Late Night,2019,54877,3.0,102,"Comedy, Drama, Crude Humor And Satire"
The Highwaymen,2019,61933,3.2,133,"Drama, Crime, Thriller"
Apollo 11,2019,39394,4.1,93,"Drama, History, Documentary"
"Where’d You Go, Bernadette",2019,40989,3.1,109,"Drama, Comedy, Relationship Comedy"
47 Meters Down: Uncaged,2019,57560,2.1,90,"Horror, The Undead And Monster Classics, Sci-Fi Horror"
The Laundromat,2019,51483,2.7,96,"Drama, Crime, Comedy"
Little Monsters,2019,42719,3.2,94,"Horror, Comedy, Crude Humor And Satire"
Tolkien,2019,42405,3.2,112,"Romance, War, Drama"
Promare,2019,37854,3.8,111,"Action, Animation, Science Fiction"
Deerskin,2019,38846,3.6,77,"Comedy, Horror, Crude Humor And Satire"
Vinland Saga,2019,51954,4.6,600,"Animation, Epic History And Literature, Epic Heroes"
Come to Daddy,2019,39290,3.1,96,"Mystery, Thriller, Comedy"
Midway,2019,52693,2.8,138,"Action, History, War"
Noelle,2019,47509,2.8,100,"Comedy, Fantasy, Family"
Looking for Alaska,2019,32526,3.8,425,"Drama, Moving Relationship Stories, Underdogs And Coming Of Age"
Beanpole,2019,25955,3.8,134,"Drama, War, War And Historical Adventure"
Invisible Life,2019,27189,4.1,140,"Drama, Moving Relationship Stories, Touching And Sentimental Family Stories"
"The Gangster, the Cop, the Devil",2019,39440,3.5,110,"Thriller, Crime, Action"
Serenity,2019,40914,2.1,102,"Drama, Thriller, Mystery"
Motherless Brooklyn,2019,41304,3.2,145,"Drama, Thriller, Thrillers And Murder Mysteries"
The Grudge,2019,49602,1.7,93,"Horror, Mystery, The Undead And Monster Classics"
The Golden Glove,2019,37987,3.3,110,"Thriller, Crime, Intense Violence And Sexual Transgression"
Harriet,2019,38671,3.3,125,"History, Drama, Politics And Human Rights"
Angel Has Fallen,2019,55529,2.7,122,"Action, Thriller, High Speed And Special Ops"
Unbelievable,2019,44847,4.2,385,"Drama, Crime, Moving Relationship Stories"
For Sama,2019,23384,4.4,100,"War, Documentary, War And Historical Adventure"
The Boy Who Harnessed the Wind,2019,47306,3.7,113,"History, Drama, Moving Relationship Stories"
Downton Abbey,2019,43908,3.5,122,"Drama, History, Romance"
Paddleton,2019,33860,3.8,89,"Comedy, Drama, Moving Relationship Stories"
John Mulaney & The Sack Lunch Bunch,2019,37652,3.7,70,"Family, Comedy"
Sibyl,2019,32248,3.3,100,Drama
Honeyland,2019,30528,4.0,89,"Documentary, Moving Relationship Stories, Emotional And Touching Family Dramas"
La Llorona,2019,28196,3.3,97,"Thriller, Drama, Horror"
Black Christmas,2019,39562,1.8,92,"Thriller, Mystery, Horror"
Abominable,2019,44120,3.2,97,"Comedy, Animation, Family"
The Death of Dick Long,2019,22548,3.4,100,"Comedy, Drama, Crime"
System Crasher,2019,29147,4.0,118,"Drama, Underdogs And Coming Of Age, Emotional And Touching Family Dramas"
K-12,2019,43764,3.4,92,"Music, Fantasy, Song And Dance"
Tune in for Love,2019,34758,3.7,122,"Drama, Romance"
Steven Universe: The Movie,2019,41261,3.7,82,"Animation, Comedy, Fantasy"
A Sun,2019,24905,3.9,156,"Drama, Crime, Moving Relationship Stories"
The Art of Racing in the Rain,2019,34466,3.5,109,"Romance, Drama, Moving Relationship Stories"
Official Secrets,2019,35149,3.5,112,"Drama, History, Thriller"
Dogs Don’t Wear Pants,2019,25938,3.6,105,"Drama, Comedy, Moving Relationship Stories"
Stuber,2019,43913,2.7,93,"Action, Comedy, Crude Humor And Satire"
Cold Pursuit,2019,41778,2.8,119,"Action, Thriller, Crime"
Batman: Hush,2019,41357,3.1,82,"Action, Animation, Mystery"
Elisa & Marcela,2019,30297,3.5,118,"Romance, Drama"
Ride Your Wave,2019,28394,3.6,94,"Drama, Romance, Comedy"
American Factory,2019,35835,3.7,110,"Documentary, Politics And Human Rights, Fascinating"
Too Old to Die Young,2019,14386,3.9,758,"Crime, Drama, Intense Violence And Sexual Transgression"
First Love,2019,23910,3.6,108,"Comedy, Action, Crime"
Wine Country,2019,40437,2.6,103,"Comedy, Crude Humor And Satire, Relationship Comedy"
Lady and the Tramp,2019,40142,2.8,111,"Comedy, Romance, Family"
The Angry Birds Movie 2,2019,46481,2.6,97,"Action, Adventure, Animation"
The Hole in the Ground,2019,32345,2.7,90,"Horror, The Undead And Monster Classics, Terrifying"
About Endlessness,2019,19325,3.7,78,"Fantasy, Drama, Humanity And The World Around Us"
Radioactive,2019,31090,2.8,111,"Romance, History, Drama"
The Knight Before Christmas,2019,38754,2.3,92,"Romance, Comedy, Relationship Comedy"
3 from Hell,2019,32036,2.6,115,"Horror, Thriller, The Undead And Monster Classics"
Blow the Man Down,2019,26864,3.4,90,"Drama, Comedy, Mystery"
Collective,2019,21501,4.0,109,"Documentary, Politics And Human Rights, Politics"
Daniel Isn’t Real,2019,23033,3.1,100,"Mystery, Horror, The Undead And Monster Classics"
Martin Eden,2019,23246,3.8,129,"Drama, Romance, Moving Relationship Stories"
What Men Want,2019,38840,2.4,117,"Romance, Comedy, Crude Humor And Satire"
Leaving Neverland,2019,30733,3.5,236,"Documentary, Moving Relationship Stories, Intense Violence And Sexual Transgression"
Wounds,2019,33689,1.8,95,"Horror, Thriller, Mystery"
High Flying Bird,2019,26524,3.2,90,"Drama, Humanity And The World Around Us, Inspiring Sports Underdog Stories"
Togo,2019,30316,3.7,113,"Family, Adventure, Moving Relationship Stories"
The Edge of Democracy,2019,33832,3.7,121,"Documentary, Politics And Human Rights, Politics"
True History of the Kelly Gang,2019,20023,3.3,124,"Drama, Western, Crime"
Jay and Silent Bob Reboot,2019,31114,2.6,105,"Comedy, Crude Humor And Satire, Funny Jokes And Crude Humor"
The Good Liar,2019,32811,3.1,109,"Crime, Intense Violence And Sexual Transgression, Twisted Dark Psychological Thriller"
Our Friend,2019,20897,3.8,124,"Romance, Drama, Moving Relationship Stories"
Children of the Sea,2019,19139,3.6,111,"Fantasy, Animation, Mystery"
Happy Old Year,2019,19053,3.9,113,Drama
Crash Landing on You,2019,32341,4.2,0,"Comedy, Drama, Relationship Comedy"
Can You Keep a Secret?,2019,32034,2.1,94,"Comedy, Romance, Relationship Comedy"
A Shaun the Sheep Movie: Farmageddon,2019,27806,3.3,87,"Animation, Adventure, Family"
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,21147,3.9,142,"Documentary, Music, Song And Dance"
Impetigore,2019,24633,3.4,106,"Mystery, Horror, Thriller"
The Act,2019,29007,3.7,421,"Drama, Crime, Intense Violence And Sexual Transgression"
Varda by Agnès,2019,13611,4.0,115,"Documentary, Humanity And The World Around Us, Captivating Relationships And Charming Romance"
Tell Me Who I Am,2019,25169,3.7,85,"Mystery, Drama, Documentary"
La Belle Époque,2019,26800,3.8,115,"Drama, Comedy"
Buffaloed,2019,22803,3.2,95,"Comedy, Drama, Relationship Comedy"
Luce,2019,22524,3.4,109,"Drama, Thriller, Underdogs And Coming Of Age"
Shaft,2019,35086,2.7,111,"Crime, Action, Crude Humor And Satire"
Rocks,2019,17304,3.9,94,"Drama, Underdogs And Coming Of Age, Emotional Teen Coming-Of-Age Stories"
Hail Satan?,2019,22108,3.7,91,"Documentary, Faith And Religion, Politics And Human Rights"
Brittany Runs a Marathon,2019,30065,3.2,103,"Drama, Comedy, Relationship Comedy"
The Wild Goose Lake,2019,19421,3.6,113,"Thriller, Crime, Drama"
Marighella,2019,23124,3.7,155,"Action, History, Drama"
An Officer and a Spy,2019,25580,3.5,132,"Thriller, Drama, History"
Code 8,2019,32396,2.7,99,"Crime, Science Fiction, Action"
Fantastic Fungi,2019,24653,3.5,81,"Documentary, Humanity'S Odyssey: Earth And Beyond, Show All…"
Paradise Hills,2019,21204,2.6,95,"Fantasy, Science Fiction, Thriller"
The Kid Who Would Be King,2019,26076,2.9,120,"Adventure, Family, Action"
My Hero Academia: Heroes Rising,2019,31528,3.5,104,"Fantasy, Adventure, Action"
Cleaners,2019,7702,4.0,78,Comedy
Knock Down the House,2019,23630,3.8,86,"Documentary, Politics And Human Rights, Riveting Political And Presidential Drama"
Secret Obsession,2019,33272,1.8,97,"Thriller, Horror, Drama"
Conversations with a Killer: The Ted Bundy Tapes,2019,29428,3.7,236,"Documentary, Crime, Intense Violence And Sexual Transgression"
Bliss,2019,17116,3.2,80,"Horror, Intense Violence And Sexual Transgression, Challenging Or Sexual Themes & Twists"
The Wretched,2019,25572,2.6,95,"Horror, Mystery, Thriller"
The Aeronauts,2019,24862,3.1,100,"Romance, Drama, Adventure"
Diego Maradona,2019,23929,3.9,130,"Documentary, Moving Relationship Stories, Inspiring Sports Underdog Stories"
Ip Man 4: The Finale,2019,27400,3.2,107,"History, Drama, Action"
Chicuarotes,2019,27493,3.3,95,"Crime, Drama"
Moonlit Winter,2019,10086,3.9,106,"Romance, Drama"
Bait,2019,14509,3.8,89,"Drama, Moving Relationship Stories, Powerful Stories Of Heartbreak And Suffering"
The Fanatic,2019,20638,1.8,89,"Crime, Thriller, Intense Violence And Sexual Transgression"
Invader Zim: Enter the Florpus,2019,24654,3.7,71,"Animation, Family, Science Fiction"
Primal,2019,17688,4.3,230,"Animation, Drama, Humanity And The World Around Us"
Extra Ordinary,2019,20489,3.4,94,"Comedy, Fantasy, Horror"
Polaroid,2019,25830,2.0,88,"Thriller, Horror, Mystery"
7500,2019,25783,3.0,94,"Thriller, Action, Drama"
The Prodigy,2019,24635,2.5,92,"Thriller, Horror, Intense Violence And Sexual Transgression"
Get Duked!,2019,19998,3.3,87,"Comedy, Horror, Action"
Saint Frances,2019,14813,3.8,106,"Comedy, Drama, Moving Relationship Stories"
1BR,2019,25286,2.8,90,"Drama, Horror, Thriller"
Labyrinth of Cinema,2019,4573,3.9,179,"War, History, Fantasy"
The Wolf’s Call,2019,28034,3.6,115,"Thriller, Adventure, Action"
The Wandering Earth,2019,20950,2.8,126,"Action, Drama, Science Fiction"
The Other Lamb,2019,14196,3.0,97,"Horror, Thriller, Drama"
Batman vs Teenage Mutant Ninja Turtles,2019,20601,3.4,87,"Animation, Science Fiction, Action"
The Painted Bird,2019,10368,3.6,169,"War, Drama, Thriller"
Extreme Job,2019,23063,3.6,111,"Comedy, Action, Crime"
Vitalina Varela,2019,8792,3.9,124,Drama
A Dog’s Journey,2019,25767,3.3,109,"Family, Drama, Adventure"
The Kitchen,2019,21313,2.5,103,"Action, Drama, Crime"
Little Joe,2019,17882,3.0,106,"Drama, Science Fiction, Horror"
The Last Summer,2019,26444,1.9,109,"Comedy, Romance, Underdogs And Coming Of Age"
The Outpost,2019,23581,3.3,123,"Drama, Action, History"
The Vigil,2019,19102,3.0,88,"Mystery, Horror, The Undead And Monster Classics"
Blood Quantum,2019,14644,3.0,98,"Horror, The Undead And Monster Classics, Survival Horror And Zombie Carnage"
The Inventor: Out for Blood in Silicon Valley,2019,22275,3.3,119,"Documentary, Politics And Human Rights, Fascinating"
My Mom Is a Character 3,2019,29667,3.7,111,Comedy
Troop Zero,2019,18237,3.4,94,"Comedy, Drama, Family"
The Mortuary Collection,2019,18693,3.2,108,"Horror, Fantasy, The Undead And Monster Classics"
The Forest of Love,2019,11340,3.5,151,"Thriller, Crime"
The Truth,2019,14437,3.3,106,"Drama, Moving Relationship Stories, Touching And Sentimental Family Stories"
Seberg,2019,14899,2.8,103,"Thriller, Drama, Politics And Human Rights"
Undone,2019,14704,4.2,181,"Animation, Drama, Moving Relationship Stories"
We Summon the Darkness,2019,20223,2.5,91,"Thriller, Horror, The Undead And Monster Classics"
Pinocchio,2019,20664,2.9,124,"Drama, Family, Fantasy"
The Sun Is Also a Star,2019,19485,2.6,100,"Romance, Drama, Moving Relationship Stories"
Sea Fever,2019,18989,3.0,95,"Mystery, Drama, Thriller"
Strangers from Hell,2019,18717,4.2,600,"Drama, Mystery, Intense Violence And Sexual Transgression"
Dave Chappelle: Sticks & Stones,2019,25138,3.7,65,Comedy
"This Is Not a Burial, It’s a Resurrection",2019,6511,4.0,120,Drama
Reign of the Supermen,2019,22835,3.1,87,"Science Fiction, Animation, Action"
Lupin III: The First,2019,16476,3.6,93,"Adventure, Animation, Action"
Lingua Franca,2019,7448,3.7,95,Drama
Little,2019,22672,2.5,108,"Comedy, Romance, Fantasy"
"So Long, My Son",2019,11068,4.1,185,"Drama, Moving Relationship Stories, Emotional And Touching Family Dramas"
"Kim Ji-young, Born 1982",2019,13144,3.8,119,Drama
"Endings, Beginnings",2019,17241,2.5,110,"Romance, Drama, Moving Relationship Stories"
Captive State,2019,17342,2.7,110,"Science Fiction, Action, Adventure"
"Love, Antosha",2019,5917,4.1,92,Documentary
Calm with Horses,2019,13181,3.5,100,"Drama, Crime, Drugs And Gangsters"
The Traitor,2019,18018,3.6,151,"Thriller, Drama, Crime"
VFW,2019,16298,3.1,92,"Horror, Action, Epic Heroes"
The Great Hack,2019,20100,3.3,114,"Documentary, Politics And Human Rights, Politics"
Lunana: A Yak in the Classroom,2019,13425,3.6,109,"Drama, Moving Relationship Stories, Student Coming-Of-Age Challenges"
Jexi,2019,22632,2.2,84,"Comedy, Crude Humor And Satire, Relationship Comedy"
Falling Inn Love,2019,23516,2.3,98,"Romance, Comedy, Relationship Comedy"
One Child Nation,2019,14483,3.8,88,"Documentary, Politics And Human Rights, Tragic Sadness And Captivating Beauty"
Horror Noire: A History of Black Horror,2019,12164,3.9,83,Documentary
Hell House LLC III: Lake of Fire,2019,19615,2.2,85,"Horror, Mystery, The Undead And Monster Classics"
Rim of the World,2019,24066,2.2,99,"Action, Science Fiction, Adventure"
Heroic Losers,2019,20628,3.6,116,"Thriller, Comedy"
Love at Second Sight,2019,21869,3.5,117,"Romance, Comedy, Fantasy"
Synonyms,2019,12549,3.4,123,"Comedy, Drama, Intense Violence And Sexual Transgression"
It Must Be Heaven,2019,10813,3.7,97,"Comedy, Drama"
